,C10 14�J�B��02�B��q�y�ʤ���,C10 14�J�B��02�]�o��1�ͪ�ū�,C10 14�J�B��02�N����2�ͪ�ū�,C10 14�J �B���N�o��ŮtPID PV��,CR1 C/T To 14�J�B���N�o���503,L8BH L70 Outside Air Enthalpy
2020/5/18 22:30,56.6,1.87,1.3,5.91,29.07,58.26
2020/5/18 22:40,56.65,1.87,1.3,6.11,28.96,57.9
2020/5/18 22:50,56.49,1.87,1.3,6.11,28.86,58.08
2020/5/18 23:00,56.45,1.87,1.3,6,28.86,57.65
2020/5/18 23:10,56.05,1.87,1.3,5.9,28.86,57.68
2020/5/18 23:20,55.6,1.87,1.3,6,28.86,57.57
2020/5/18 23:30,55.8,1.87,1.3,5.9,28.96,57.53
2020/5/18 23:40,55.85,1.87,1.3,5.9,28.96,57.95
2020/5/18 23:50,55.95,1.87,1.3,6,29.07,58.07
2020/5/19 00:00,56.29,1.87,1.3,6,29.07,58.51
2020/5/19 00:10,56.5,1.87,1.3,6,29.07,58.61
2020/5/19 00:20,56.9,1.87,1.3,6.12,29.07,58.82
2020/5/19 00:30,56.95,1.87,1.3,6.12,28.94,58.73
2020/5/19 00:40,56.9,1.87,1.3,6,28.94,59
2020/5/19 00:50,57.25,1.87,1.3,5.9,29.14,59.21
2020/5/19 01:00,57.6,1.87,1.3,6.1,29.24,59.02
2020/5/19 01:10,57.1,1.87,1.3,6.11,28.94,58.91
2020/5/19 01:20,57.1,1.87,1.3,6,28.94,58.63
2020/5/19 01:30,56.7,1.87,1.3,6,28.82,58.13
2020/5/19 01:40,57.06,1.87,1.3,5.77,29.14,57.84
2020/5/19 01:50,57.1,1.87,1.3,6.08,29.24,57.61
2020/5/19 02:00,56.69,1.87,1.3,6.18,28.89,57.7
2020/5/19 02:10,56,1.87,1.3,5.94,28.67,58.22
2020/5/19 02:20,56.2,1.87,1.3,5.73,28.99,57.99
2020/5/19 02:30,56.6,1.87,1.3,5.93,29.09,58.22
2020/5/19 02:40,56.55,1.87,1.3,6.03,28.99,60.52
2020/5/19 02:50,57.2,1.87,1.3,6.03,29.09,61.2
2020/5/19 03:00,57.95,1.87,1.3,6.13,29.09,61.31
2020/5/19 03:10,58.85,1.87,1.3,6.13,29.21,61.24
2020/5/19 03:20,58.25,1.87,1.3,6.03,28.89,59.59
2020/5/19 03:30,57.95,1.87,1.3,5.82,29.09,59.31
2020/5/19 03:40,57.75,1.87,1.3,5.82,29.22,59.55
2020/5/19 03:50,56.8,1.87,1.3,6.16,28.89,59.53
2020/5/19 04:00,56.85,1.87,1.3,5.95,28.79,59.78
2020/5/19 04:10,57.15,1.87,1.3,5.75,29.09,59.69
2020/5/19 04:20,57.2,1.87,1.3,6.06,29.09,59.19
2020/5/19 04:30,57.05,1.87,1.3,5.95,29.11,59.15
2020/5/19 04:40,57.05,1.87,1.3,6.08,29.01,59.57
2020/5/19 04:50,57.15,1.87,1.3,5.97,29.01,59.78
2020/5/19 05:00,57.25,1.87,1.3,6.12,29.04,59.65
2020/5/19 05:10,57.09,1.87,1.3,6.23,28.72,59.72
2020/5/19 05:20,57.25,1.87,1.3,5.65,29.14,59.86
2020/5/19 05:30,57.4,1.87,1.3,6.08,29.14,59.58
2020/5/19 05:40,57.05,1.87,1.3,6.07,29.04,59.11
2020/5/19 05:50,56.9,1.87,1.3,5.97,29.04,58.81
2020/5/19 06:00,56.55,1.87,1.3,6.07,28.82,58.66
2020/5/19 06:10,56.35,1.87,1.3,5.87,28.92,58.8
2020/5/19 06:20,56.49,1.87,1.3,5.97,29.02,59.03
2020/5/19 06:30,56.95,1.87,1.3,5.97,29.14,59.26
2020/5/19 06:40,57.4,1.87,1.3,6.07,29.14,59.43
2020/5/19 06:50,57.1,1.87,1.3,6.18,28.94,59.43
2020/5/19 07:00,57,1.87,1.3,5.96,28.92,59.39
2020/5/19 07:10,57.15,1.87,1.3,5.97,29.02,59.27
2020/5/19 07:20,57.45,1.87,1.3,5.97,29.14,58.89
2020/5/19 07:30,56.95,1.87,1.3,6.08,29.04,58.66
2020/5/19 07:40,56.45,1.87,1.3,6.08,28.82,58.33
2020/5/19 07:50,56.4,1.87,1.3,5.97,28.82,58.42
2020/5/19 08:00,55.95,1.87,1.3,5.87,28.72,58.57
2020/5/19 08:10,56.2,1.87,1.3,5.77,28.92,58.55
2020/5/19 08:20,56.79,1.87,1.3,5.87,29.14,59.38
2020/5/19 08:30,57.15,1.87,1.3,6.21,29.04,59.26
2020/5/19 08:40,56.85,1.87,1.3,6.09,29.04,59.17
2020/5/19 08:50,57.05,1.87,1.3,5.97,29.14,58.79
2020/5/19 09:00,57.05,1.87,1.3,5.97,29.14,58.98
2020/5/19 09:10,57,1.87,1.3,6.08,29.04,59.41
2020/5/19 09:20,56.75,1.87,1.3,6.08,28.94,59.94
2020/5/19 09:30,56.65,1.87,1.3,6.12,28.82,60.19
2020/5/19 09:40,56.5,1.87,1.3,5.91,28.82,60.06
2020/5/19 09:50,56.35,1.87,1.3,5.91,28.82,60.34
2020/5/19 10:00,56.75,1.87,1.3,5.7,29.24,60.5
2020/5/19 10:10,56.5,1.87,1.3,6.16,29.01,60.82
2020/5/19 10:20,56.45,1.87,1.3,6.06,29.01,61.49
2020/5/19 10:30,56.15,1.87,1.3,6.06,28.79,61.53
2020/5/19 10:40,55.9,1.87,1.3,5.85,28.89,61.13
2020/5/19 10:50,56.09,1.87,1.3,5.85,29.09,61.22
2020/5/19 11:00,56.45,1.87,1.3,5.95,29.31,60.85
2020/5/19 11:10,55.99,1.87,1.3,6.39,28.78,60.8
2020/5/19 11:20,56.09,1.87,1.3,5.82,28.88,60.63
2020/5/19 11:30,56.09,1.87,1.3,6.03,28.88,61.27
2020/5/19 11:40,56.05,1.87,1.3,5.82,28.88,61.51
2020/5/19 11:50,56.3,1.87,1.3,5.82,29.21,61.12
2020/5/19 12:00,56.49,1.87,1.3,6.17,29.31,60.77
2020/5/19 12:10,55.54,1.87,1.3,6.26,28.73,60.82
2020/5/19 12:20,55.09,1.87,1.3,5.93,28.73,60.73
2020/5/19 12:30,55.44,1.87,1.3,5.71,29.09,60.22
2020/5/19 12:40,55.55,1.87,1.3,5.95,29.21,60.14
2020/5/19 12:50,55.65,1.87,1.3,6.05,29.21,60.24
2020/5/19 13:00,55.45,1.87,1.3,6.3,28.96,59.88
2020/5/19 13:10,55.35,1.87,1.3,6.09,28.75,59.86
2020/5/19 13:20,55.35,1.87,1.3,5.69,29.07,60.13
2020/5/19 13:30,55.45,1.87,1.3,6.01,29.07,60.02
2020/5/19 13:40,55.69,1.87,1.3,6.11,28.96,60.13
2020/5/19 13:50,55.59,1.87,1.3,6.01,28.96,60.61
2020/5/19 14:00,55.9,1.87,1.3,5.9,29.17,61.51
2020/5/19 14:10,56.4,1.87,1.3,6.2,29.07,61.88
2020/5/19 14:20,56.34,1.87,1.3,6.18,29.07,61.54
2020/5/19 14:30,56.25,1.87,1.3,5.87,29.07,61.56
2020/5/19 14:40,56.75,1.87,1.3,6.19,28.96,62.35
2020/5/19 14:50,56.3,1.87,1.3,6.08,28.86,60.36
2020/5/19 15:00,56.5,1.87,1.3,5.71,29.07,60.22
2020/5/19 15:10,56.65,1.87,1.3,5.82,29.28,60.38
2020/5/19 15:20,56.31,1.87,1.3,6.36,28.86,60.64
2020/5/19 15:30,55.9,1.87,1.3,5.84,28.85,61.07
2020/5/19 15:40,56,1.87,1.3,6.05,28.75,60.6
2020/5/19 15:50,56.31,1.87,1.3,5.84,29.07,61.18
2020/5/19 16:00,56.59,1.87,1.3,6.09,29.18,62.03
2020/5/19 16:10,56.45,1.87,1.3,6.19,28.96,62.12
2020/5/19 16:20,56.29,1.87,1.3,5.97,28.86,62.2
2020/5/19 16:30,56.55,1.87,1.3,5.84,28.95,62.26
2020/5/19 16:40,56.8,1.87,1.3,6.05,28.95,62.77
2020/5/19 16:50,57.05,1.87,1.3,5.94,29.07,62.97
2020/5/19 17:00,57.24,1.87,1.3,6.05,29.17,62.23
2020/5/19 17:10,56.7,1.87,1.3,6.15,28.85,61.88
2020/5/19 17:20,56.45,1.87,1.3,5.72,28.95,61.35
2020/5/19 17:30,56.59,1.87,1.3,5.82,29.17,60.78
2020/5/19 17:40,56.59,1.87,1.3,6.04,29.17,60.58
2020/5/19 17:50,55.7,1.87,1.3,6.26,28.6,60.39
2020/5/19 18:00,55.49,1.87,1.3,5.78,28.8,59.94
2020/5/19 18:10,55.85,1.87,1.3,5.78,29.02,59.75
2020/5/19 18:20,56.2,1.87,1.3,5.99,29.14,59.71
2020/5/19 18:30,56.49,1.87,1.3,6.1,29.04,59.7
2020/5/19 18:40,56.5,1.87,1.3,5.98,29.04,59.8
2020/5/19 18:50,56.69,1.87,1.3,6.08,29.04,60.28
2020/5/19 19:00,56.9,1.87,1.3,6.18,28.94,60.52
2020/5/19 19:10,56.9,1.87,1.3,5.85,29.14,60.02
2020/5/19 19:20,57.04,1.87,1.3,6.17,29.02,59.82
2020/5/19 19:30,56.95,1.87,1.3,5.97,29.14,59.04
2020/5/19 19:40,56,1.87,1.3,6.07,28.82,58.7
2020/5/19 19:50,55.4,1.87,1.3,5.87,28.82,58.14
2020/5/19 20:00,54.74,1.87,1.3,5.76,28.72,57.94
2020/5/19 20:10,54.99,1.87,1.3,5.87,28.92,57.98
2020/5/19 20:20,55.2,1.87,1.3,5.97,29.24,57.24
2020/5/19 20:30,55.09,1.87,1.3,6.19,29.04,57.63
2020/5/19 20:40,55.09,1.87,1.3,6.08,29.04,56.65
2020/5/19 20:50,54.85,1.87,1.3,6.08,28.82,55.86
2020/5/19 21:00,54.35,1.87,1.3,5.95,28.82,56.04
2020/5/19 21:10,54.1,1.87,1.3,5.74,28.92,55.63
2020/5/19 21:20,54.4,1.87,1.3,5.84,29.02,55.67
2020/5/19 21:30,54.5,1.77,1.3,6.05,29.14,56.29
2020/5/19 21:40,54.9,1.77,1.3,6.05,29.14,56.22
2020/5/19 21:50,55.15,1.77,1.3,6.05,29.14,55.51
2020/5/19 22:00,55.1,1.77,1.3,6.16,28.94,55.54
2020/5/19 22:10,54.9,1.77,1.3,5.92,28.94,55.15
2020/5/19 22:20,54.81,1.77,1.3,6.03,28.82,55.99
2020/5/19 22:30,54.9,1.77,1.3,5.81,29.02,56.65
2020/5/19 22:40,55,1.77,1.3,6.11,29.14,56.96
2020/5/19 22:50,55.4,1.77,1.3,6.01,29.14,56.74
2020/5/19 23:00,55.15,1.77,1.3,6.24,28.94,55.89
2020/5/19 23:10,55.1,1.77,1.3,6.02,28.94,55.38
2020/5/19 23:20,54.79,1.77,1.3,5.92,28.82,55.32
2020/5/19 23:30,54.4,1.77,1.3,5.82,29.02,55.27
2020/5/19 23:40,54.69,1.77,1.3,5.92,29.15,55.02
2020/5/19 23:50,54.55,1.77,1.3,6.12,29.02,55.14
2020/5/20 00:00,54.44,1.77,1.3,5.88,28.92,55.78
2020/5/20 00:10,54.7,1.77,1.3,5.88,29.02,55.69
2020/5/20 00:20,55,1.77,1.3,5.99,29.14,55.44
2020/5/20 00:30,55.15,1.77,1.3,6.09,29.14,55.35
2020/5/20 00:40,55.01,1.77,1.3,6.09,29.04,55.3
2020/5/20 00:50,54.9,1.77,1.3,6.09,28.94,55.05
2020/5/20 01:00,54.5,1.77,1.3,5.74,28.92,54.97
2020/5/20 01:10,54.65,1.77,1.3,5.84,29.14,55.34
2020/5/20 01:20,54.49,1.77,1.3,6.05,29.14,55.08
2020/5/20 01:30,54.7,1.77,1.3,6.04,29.04,55.14
2020/5/20 01:40,54.5,1.77,1.3,6.04,28.94,55.05
2020/5/20 01:50,54.5,1.77,1.3,5.94,28.94,55.13
2020/5/20 02:00,54.55,1.77,1.3,6.07,28.82,54.86
2020/5/20 02:10,54.75,1.77,1.3,5.98,29.02,54.93
2020/5/20 02:20,54.65,1.77,1.3,5.98,29.02,54.78
2020/5/20 02:30,54.8,1.77,1.3,5.98,29.02,55.54
2020/5/20 02:40,55.2,1.77,1.3,5.98,29.14,55.3
2020/5/20 02:50,55.25,1.77,1.3,6.18,29.04,56.32
2020/5/20 03:00,55.25,1.77,1.3,6.08,28.94,57.04
2020/5/20 03:10,55.25,1.77,1.3,5.87,29.14,56.75
2020/5/20 03:20,55.15,1.77,1.3,6.11,29.04,55.68
2020/5/20 03:30,55.25,1.77,1.3,6,28.94,56.58
2020/5/20 03:40,55.1,1.77,1.3,5.79,29.02,56.53
2020/5/20 03:50,55.35,1.77,1.3,5.99,29.02,56.26
2020/5/20 04:00,55.2,1.77,1.3,5.99,28.92,56.44
2020/5/20 04:10,55.4,1.77,1.3,5.88,29.14,56.33
2020/5/20 04:20,55.49,1.77,1.3,6.11,29.14,55.96
2020/5/20 04:30,55.45,1.77,1.3,6.11,29.14,55.75
2020/5/20 04:40,54.85,1.77,1.3,6.11,28.82,55.22
2020/5/20 04:50,54.25,1.77,1.3,5.9,28.72,54.93
2020/5/20 05:00,54.4,1.77,1.3,5.58,29.14,54.75
2020/5/20 05:10,54.65,1.77,1.3,6.04,29.24,54.91
2020/5/20 05:20,54.44,1.77,1.3,6.16,28.94,54.95
2020/5/20 05:30,54.25,1.77,1.3,6.05,28.82,55
2020/5/20 05:40,54.3,1.77,1.3,5.95,28.82,54.81
2020/5/20 05:50,54.34,1.77,1.3,5.85,28.92,54.93
2020/5/20 06:00,54.45,1.77,1.3,5.87,29.14,55.09
2020/5/20 06:10,54.55,1.77,1.3,6.08,29.24,55.3
2020/5/20 06:20,54.59,1.77,1.3,6.18,28.94,55.03
2020/5/20 06:30,54.6,1.77,1.3,6.07,28.94,55.21
2020/5/20 06:40,54.5,1.77,1.3,5.96,28.82,55.59
2020/5/20 06:50,54.75,1.77,1.3,5.96,28.92,56.42
2020/5/20 07:00,54.65,1.77,1.3,5.94,29.02,56.47
2020/5/20 07:10,55.05,1.77,1.3,6.06,29.02,56.69
2020/5/20 07:20,55.3,1.77,1.3,5.96,29.15,56.65
2020/5/20 07:30,55.45,1.77,1.3,6.16,29.15,57.1
2020/5/20 07:40,55.2,1.77,1.3,6.05,29.04,57.26
2020/5/20 07:50,55.1,1.77,1.3,6.05,29.04,57.46
2020/5/20 08:00,54.95,1.77,1.3,6.05,28.94,58.15
2020/5/20 08:10,55.2,1.77,1.3,5.95,28.94,58.36
2020/5/20 08:20,55.3,1.77,1.3,6.05,28.94,58.88
2020/5/20 08:30,55.55,1.77,1.3,5.95,28.94,58.33
2020/5/20 08:40,56.75,1.87,1.3,6.06,29.04,60.87
2020/5/20 08:50,57.45,1.87,1.3,6.18,29.14,59.28
2020/5/20 09:00,56.9,1.87,1.3,6.07,29.04,59.2
2020/5/20 09:10,56.6,1.87,1.3,5.96,29.04,59.57
2020/5/20 09:20,56.4,1.87,1.3,5.74,29.35,60.74
2020/5/20 09:30,56.55,1.87,1.3,6.28,28.94,63
2020/5/20 09:40,56.05,1.87,1.3,6.06,28.82,60.84
2020/5/20 09:50,56.3,1.87,1.3,5.75,28.92,61.82
2020/5/20 10:00,56.4,1.87,1.3,5.86,29.02,61.45
2020/5/20 10:10,56.55,1.87,1.3,5.97,29.14,61.44
2020/5/20 10:20,57.1,1.87,1.3,6.09,29.14,62.91
2020/5/20 10:30,57.15,1.87,1.3,6.11,29.04,62.57
2020/5/20 10:40,57.09,1.87,1.3,5.87,28.92,62.94
2020/5/20 10:50,57.55,1.87,1.3,5.87,29.14,63.97
2020/5/20 11:00,58.2,1.87,1.3,6.25,29.22,64.27
2020/5/20 11:10,57.85,1.87,1.3,6.34,28.79,64.88
2020/5/20 11:20,57.65,1.87,1.3,5.9,28.78,64.23
2020/5/20 11:30,57.65,1.87,1.3,5.8,28.99,64.19
2020/5/20 11:40,58,1.87,1.3,5.91,29.09,65.66
2020/5/20 11:50,58.19,1.87,1.3,6.02,29.21,66.34
2020/5/20 12:00,58.44,1.87,1.3,6.13,29.11,66.14
2020/5/20 12:10,58.09,1.87,1.3,6.02,28.88,66.21
2020/5/20 12:20,58.35,1.87,1.3,6.02,28.99,66.37
2020/5/20 12:30,58.3,1.87,1.3,6.02,28.99,66.37
2020/5/20 12:40,58.35,1.87,1.3,6.02,28.99,67.22
2020/5/20 12:50,58.85,1.87,1.3,6.12,28.99,67.33
2020/5/20 13:00,58.9,1.87,1.3,5.98,29.21,67.64
2020/5/20 13:10,59.15,1.87,1.3,6.19,29.11,67.73
2020/5/20 13:20,58.65,1.98,1.3,6.09,28.89,68
2020/5/20 13:30,58.55,1.98,1.3,6.08,28.78,68.06
2020/5/20 13:40,58.6,1.98,1.3,5.88,28.99,68.02
2020/5/20 13:50,59.05,1.98,1.3,6.1,28.99,67.12
2020/5/20 14:00,59.19,1.98,1.3,6,28.99,67.78
2020/5/20 14:10,59.24,1.98,1.3,6.11,28.89,67.29
2020/5/20 14:20,59.19,1.98,1.3,6,28.89,66.43
2020/5/20 14:30,59.09,1.98,1.3,6,28.89,66.2
2020/5/20 14:40,58.99,1.98,1.3,6,28.89,66.14
2020/5/20 14:50,58.55,1.98,1.3,6,28.89,65.09
2020/5/20 15:00,57.79,1.98,1.3,6,28.89,64.76
2020/5/20 15:10,56.8,1.98,1.3,5.79,28.89,64.57
2020/5/20 15:20,56.4,1.87,1.3,5.79,28.89,63.56
2020/5/20 15:30,56.49,1.87,1.3,5.9,28.99,63.47
2020/5/20 15:40,56.65,1.87,1.3,5.9,29.09,64.39
2020/5/20 15:50,57.59,1.87,1.3,6.24,29.11,63.36
2020/5/20 16:00,57.85,1.87,1.3,6.13,29.11,64.36
2020/5/20 16:10,57.95,1.87,1.3,6.25,28.89,64.42
2020/5/20 16:20,57.85,1.87,1.3,5.93,28.99,64.65
2020/5/20 16:30,58,1.87,1.3,6.03,28.89,64.67
2020/5/20 16:40,58.25,1.87,1.3,5.92,28.99,64.76
2020/5/20 16:50,58.25,1.87,1.3,6.03,28.99,64.38
2020/5/20 17:00,57.95,1.87,1.3,6.13,28.89,64.9
2020/5/20 17:10,58.45,1.87,1.3,6.01,28.99,65.31
2020/5/20 17:20,58.55,1.87,1.3,6.01,28.99,65.42
2020/5/20 17:30,59.05,1.98,1.3,6.01,29.09,65.4
2020/5/20 17:40,59.25,1.98,1.3,6.11,29.09,65.53
2020/5/20 17:50,59.45,1.98,1.3,6.01,29.09,65.52
2020/5/20 18:00,59.3,1.98,1.3,6.01,29.09,65.27
2020/5/20 18:10,59.09,1.98,1.3,6.01,29.09,65.52
2020/5/20 18:20,59.25,1.98,1.3,6.01,29.09,65.81
2020/5/20 18:30,59.35,1.98,1.3,5.91,29.09,65.75
2020/5/20 18:40,59.15,1.98,1.3,6.01,29.09,65.89
2020/5/20 18:50,58.99,1.98,1.3,6.01,29.09,65.38
2020/5/20 19:00,58.75,1.98,1.3,6.11,28.88,65.68
2020/5/20 19:10,59.05,1.98,1.3,5.91,28.99,65.77
2020/5/20 19:20,59.15,1.98,1.3,5.91,28.99,65.65
2020/5/20 19:30,58.85,1.98,1.3,6.02,28.99,65.57
2020/5/20 19:40,58.75,1.98,1.3,6.02,28.89,65.58
2020/5/20 19:50,58.45,1.98,1.3,5.9,28.99,65.42
2020/5/20 20:00,58.49,1.98,1.3,5.9,28.99,65.42
2020/5/20 20:10,58.59,1.98,1.3,6,28.99,65.35
2020/5/20 20:20,58.45,1.98,1.3,6.12,28.79,65.27
2020/5/20 20:30,58.4,1.98,1.3,5.91,28.89,65.39
2020/5/20 20:40,58.4,1.98,1.3,6.02,28.99,65.31
2020/5/20 20:50,58.95,1.98,1.3,6.02,29.09,65.31
2020/5/20 21:00,59.05,1.98,1.3,6.03,29.09,65.26
2020/5/20 21:10,59.3,1.98,1.3,6.14,29.09,65.04
2020/5/20 21:20,59.2,1.98,1.3,6.03,29.09,64.05
2020/5/20 21:30,58.55,1.98,1.3,6.03,28.99,63.55
2020/5/20 21:40,57.94,1.98,1.3,5.82,28.89,62.79
2020/5/20 21:50,57.69,1.98,1.3,5.72,29.09,62.76
2020/5/20 22:00,57.4,1.98,1.3,5.95,29.09,62.7
2020/5/20 22:10,57.29,1.98,1.3,5.95,28.99,62.8
2020/5/20 22:20,57.35,1.98,1.3,6.05,28.79,62.94
2020/5/20 22:30,57.35,1.98,1.3,5.95,28.89,63.15
2020/5/20 22:40,57.35,1.98,1.3,5.95,28.99,63.11
2020/5/20 22:50,57.59,1.98,1.3,5.95,29.09,62.67
2020/5/20 23:00,58.05,1.98,1.3,6.06,29.09,62.49
2020/5/20 23:10,58.5,1.98,1.3,6.08,29.21,62.35
2020/5/20 23:20,58.1,1.98,1.3,6.18,28.89,62.22
2020/5/20 23:30,57.95,1.98,1.3,5.97,28.89,62.15
2020/5/20 23:40,57.95,1.98,1.3,5.87,28.89,62.18
2020/5/20 23:50,57.59,1.98,1.3,5.9,28.89,62.32
2020/5/21 00:00,57.4,1.98,1.3,5.9,28.89,62.39
2020/5/21 00:10,57.35,1.98,1.3,6,28.89,62.4
2020/5/21 00:20,57.55,1.98,1.3,6,28.89,62.28
2020/5/21 00:30,57.69,1.98,1.3,6,28.99,62.43
2020/5/21 00:40,58.35,1.98,1.3,5.89,29.21,62.45
2020/5/21 00:50,58.3,1.98,1.3,6.09,29.11,62.46
2020/5/21 01:00,58.3,1.98,1.3,5.98,29.11,62.19
2020/5/21 01:10,58,1.98,1.3,5.98,29.01,62.03
2020/5/21 01:20,57.7,1.98,1.3,5.97,29.11,62.18
2020/5/21 01:30,56.95,1.98,1.3,5.97,29.01,62.21
2020/5/21 01:40,56.45,1.98,1.3,5.97,28.89,62.24
2020/5/21 01:50,56.65,1.98,1.3,5.97,28.79,62.01
2020/5/21 02:00,56.75,1.98,1.3,5.77,28.99,61.82
2020/5/21 02:10,56.99,1.87,1.3,6.08,29.11,61.91
2020/5/21 02:20,56.85,1.87,1.3,6.08,29.11,61.94
2020/5/21 02:30,56.94,1.87,1.3,5.97,29.11,62.02
2020/5/21 02:40,56.79,1.87,1.3,6,29.01,62.24
2020/5/21 02:50,57,1.87,1.3,5.99,29.21,61.92
2020/5/21 03:00,56.69,1.87,1.3,6.1,28.99,62.03
2020/5/21 03:10,56.59,1.87,1.3,6.1,28.89,62.14
2020/5/21 03:20,56.55,1.87,1.3,6,28.89,62.15
2020/5/21 03:30,56.75,1.87,1.3,5.89,28.99,62.31
2020/5/21 03:40,57,1.87,1.3,5.99,29.09,61.77
2020/5/21 03:50,56.79,1.87,1.3,6.09,29.09,61.51
2020/5/21 04:00,56.49,1.87,1.3,5.99,29.09,61.38
2020/5/21 04:10,56.25,1.87,1.3,5.99,29.09,61.09
2020/5/21 04:20,56.3,1.87,1.3,5.99,29.09,61.16
2020/5/21 04:30,56.05,1.87,1.3,6.09,28.89,60.95
2020/5/21 04:40,56.15,1.87,1.3,5.89,28.89,60.93
2020/5/21 04:50,56.15,1.87,1.3,5.89,29.09,60.83
2020/5/21 05:00,56.49,1.87,1.3,6.11,28.99,61.02
2020/5/21 05:10,56.65,1.87,1.3,6.11,29.09,60.86
2020/5/21 05:20,57.04,1.87,1.3,6,29.21,60.85
2020/5/21 05:30,56.95,1.87,1.3,6.13,29.01,60.82
2020/5/21 05:40,56.85,1.87,1.3,6.13,28.89,60.67
2020/5/21 05:50,56.6,1.87,1.3,5.8,28.78,60.29
2020/5/21 06:00,56.9,1.87,1.3,5.81,29.09,60.55
2020/5/21 06:10,56.9,1.87,1.3,6.01,29.21,60.61
2020/5/21 06:20,56.95,1.87,1.3,6.11,29.11,59.96
2020/5/21 06:30,56.85,1.87,1.3,6.11,29.01,59.46
2020/5/21 06:40,56.75,1.87,1.3,5.9,28.89,59.52
2020/5/21 06:50,56.85,1.87,1.3,5.9,28.89,59.65
2020/5/21 07:00,56.84,1.87,1.3,6.01,28.89,59.67
2020/5/21 07:10,56.8,1.87,1.3,6.01,28.99,59.51
2020/5/21 07:20,56.75,1.87,1.3,6.01,28.89,59.9
2020/5/21 07:30,56.75,1.87,1.3,6.12,28.78,60.09
2020/5/21 07:40,56.85,1.87,1.3,5.91,28.99,60.26
2020/5/21 07:50,57.55,1.87,1.3,5.91,29.21,60.62
2020/5/21 08:00,57.75,1.87,1.3,6.24,29.11,62.8
2020/5/21 08:10,57.8,1.87,1.3,6.03,29.01,62.56
2020/5/21 08:20,57.75,1.87,1.3,6.03,29.01,63.24
2020/5/21 08:30,58.3,1.87,1.3,6.03,29.01,63.34
2020/5/21 08:40,59.1,1.87,1.3,6.03,29.11,63.47
2020/5/21 08:50,59.15,1.87,1.3,6.03,29.11,63.3
2020/5/21 09:00,59.15,1.87,1.3,6.13,29.11,64.04
2020/5/21 09:10,58.85,1.98,1.3,6.05,28.89,64.11
2020/5/21 09:20,58.35,1.98,1.3,5.82,28.99,65.12
2020/5/21 09:30,58.7,1.98,1.3,5.95,29.09,66.23
2020/5/21 09:40,58.4,1.98,1.3,6.05,28.99,64.91
2020/5/21 09:50,58.25,1.98,1.3,5.94,28.99,66.92
2020/5/21 10:00,58.45,1.98,1.3,5.94,28.99,66.07
2020/5/21 10:10,58.65,1.98,1.3,5.94,29.09,66.35
2020/5/21 10:20,58.75,1.98,1.3,6.05,29.09,65.95
2020/5/21 10:30,59.05,1.98,1.3,5.94,28.99,67.93
2020/5/21 10:40,59.25,1.98,1.3,5.95,29.09,67.27
2020/5/21 10:50,59.75,1.98,1.3,6.06,29.31,67.82
2020/5/21 11:00,59.49,1.98,1.3,6.16,29.01,66.63
2020/5/21 11:10,59.24,1.98,1.3,5.94,29.11,66.77
2020/5/21 11:20,59.1,1.98,1.3,6.16,28.89,67.22
2020/5/21 11:30,58.95,1.98,1.3,6.05,28.79,67.45
2020/5/21 11:40,58.51,1.98,1.3,5.95,28.67,66.14
2020/5/21 11:50,58.2,1.98,1.3,5.73,28.99,65.45
2020/5/21 12:00,58.75,1.98,1.3,5.94,29.21,66.33
2020/5/21 12:10,58.45,1.98,1.3,6.26,29.11,66.35
2020/5/21 12:20,58.15,1.98,1.3,6.14,28.79,65.87
2020/5/21 12:30,58.45,1.98,1.3,5.92,28.89,65.81
2020/5/21 12:40,58.5,1.98,1.3,5.92,28.99,66.36
2020/5/21 12:50,58.59,1.98,1.3,6.03,29.09,66.33
2020/5/21 13:00,58.55,1.98,1.3,6.13,28.96,66.71
2020/5/21 13:10,58.7,1.98,1.3,6.02,29.07,66.83
2020/5/21 13:20,58.65,1.98,1.3,5.88,29.17,66.63
2020/5/21 13:30,58.79,1.98,1.3,6.08,29.17,66.58
2020/5/21 13:40,58.55,1.98,1.3,6.2,28.85,66.92
2020/5/21 13:50,58.55,1.98,1.3,5.84,28.96,67.11
2020/5/21 14:00,58.69,1.98,1.3,5.95,29.17,68.06
2020/5/21 14:10,59.7,1.98,1.3,6.19,29.17,68.57
2020/5/21 14:20,59.45,1.98,1.3,6.18,28.96,68.63
2020/5/21 14:30,59.45,1.98,1.3,6.08,28.96,68.49
2020/5/21 14:40,59.4,1.98,1.3,6.08,28.75,68.98
2020/5/21 14:50,59.15,1.98,1.3,5.88,28.85,68.55
2020/5/21 15:00,59.35,1.98,1.3,5.89,29.07,68.3
2020/5/21 15:10,58.75,1.98,1.3,5.99,28.96,68.12
2020/5/21 15:20,58.75,1.98,1.3,5.99,28.96,67.96
2020/5/21 15:30,58.55,1.98,1.3,6.09,28.86,67.92
2020/5/21 15:40,58.7,1.98,1.3,5.87,28.96,68.45
2020/5/21 15:50,59.04,1.98,1.3,6.08,29.04,68.99
2020/5/21 16:00,58.94,1.98,1.3,6.11,29.04,68.02
2020/5/21 16:10,58.4,1.98,1.3,5.99,28.72,66.91
2020/5/21 16:20,58.1,1.98,1.3,5.88,28.82,66.46
2020/5/21 16:30,57.9,1.98,1.3,5.78,29.02,65.87
2020/5/21 16:40,58.05,1.98,1.3,5.78,29.24,65.5
